,number,card,card_type,type,Place,Deck,Pilot,Online Price,Paper Price,deck_id,Date,Name,Format,url_name,url_formated
22,1,Darkslick Shores,,Lands,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
23,1,Forest,,Lands,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
24,2,Ghost Quarter,,Lands,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
25,4,Glimmervoid,,Lands,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
26,4,Llanowar Wastes,,Lands,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
27,1,Tendo Ice Bridge,,Lands,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
29,2,Welding Jar,,Sideboard,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
30,2,Grafdigger's Cage,,Sideboard,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
31,1,Nature's Claim,,Sideboard,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
32,1,Pithing Needle,,Sideboard,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
33,1,Infernal Tutor,,Sideboard,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
34,3,Pyroclasm,,Sideboard,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
35,4,Sun Droplet,,Sideboard,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
36,1,"Tezzeret, Agent of Bolas",,Sideboard,7th,Lantern Control,Jonathan Stock,472 tix,$ 989,332118,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
1,3,Spellskite,,Creatures,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
2,3,Wurmcoil Engine,,Creatures,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
3,1,"Emrakul, the Aeons Torn",,Creatures,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
5,4,Karn Liberated,,Planeswalkers,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
6,2,"Ugin, the Spirit Dragon",,Planeswalkers,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
8,4,Ancient Stirrings,,Spells,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
9,4,Sylvan Scrying,,Spells,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
11,4,Chromatic Sphere,,Artifacts,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
12,4,Chromatic Star,,Artifacts,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
13,4,Expedition Map,,Artifacts,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
14,2,Relic of Progenitus,,Artifacts,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
15,4,Oblivion Stone,,Artifacts,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
17,1,Eye of Ugin,,Lands,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
18,5,Forest,,Lands,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
19,3,Ghost Quarter,,Lands,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
20,4,Urza's Mine,,Lands,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
21,4,Urza's Power Plant,,Lands,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
22,4,Urza's Tower,,Lands,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
24,1,Grafdigger's Cage,,Sideboard,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
25,4,Nature's Claim,,Sideboard,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
26,1,Pithing Needle,,Sideboard,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
27,2,Torpor Orb,,Sideboard,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
28,2,Crucible of Worlds,,Sideboard,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
29,1,Obstinate Baloth,,Sideboard,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
30,3,Thragtusk,,Sideboard,8th,Tron,Shaun Stokes,213 tix,$ 855,332119,2015-10-18,States West Jordan,modern,states-west-jordan,states-west-jordan-2015-10-18
1,4,Dark Confidant,,Creatures,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
2,3,Scavenging Ooze,,Creatures,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
3,4,Tarmogoyf,,Creatures,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
4,1,Kitchen Finks,,Creatures,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
5,1,"Tasigur, the Golden Fang",,Creatures,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
7,4,Liliana of the Veil,,Planeswalkers,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
9,1,Slaughter Pact,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
10,4,Inquisition of Kozilek,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
11,4,Path to Exile,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
12,2,Thoughtseize,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
13,2,Abrupt Decay,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
14,1,Ultimate Price,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
15,1,Abzan Charm,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
16,4,Lingering Souls,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
17,1,Maelstrom Pulse,,Spells,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
19,1,Forest,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
20,1,Ghost Quarter,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
21,1,Godless Shrine,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
22,2,Overgrown Tomb,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
23,1,Plains,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
24,2,Stirring Wildwood,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
25,2,Swamp,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
26,1,Temple Garden,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
27,2,Treetop Village,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
28,2,Twilight Mire,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
29,1,"Urborg, Tomb of Yawgmoth",,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
30,4,Verdant Catacombs,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
31,3,Windswept Heath,,Lands,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
33,1,Duress,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
34,1,Abrupt Decay,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
35,1,Celestial Purge,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
36,1,Feed the Clan,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
37,1,Golgari Charm,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
38,1,Rest in Peace,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
39,1,Spellskite,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
40,1,Stony Silence,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
41,1,Unravel the Aether,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
42,1,Drown in Sorrow,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
43,3,Fulminator Mage,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
44,1,Kitchen Finks,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
45,1,Damnation,,Sideboard,1st,Jund,Tully Garberg,553 tix,"$ 1,801",332121,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
1,1,Birds of Paradise,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
2,4,Noble Hierarch,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
3,4,Wild Nacatl,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
4,3,Qasali Pridemage,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
5,2,Scavenging Ooze,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
6,4,Tarmogoyf,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
7,1,Voice of Resurgence,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
8,4,Knight of the Reliquary,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
9,4,Loxodon Smiter,,Creatures,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
11,3,Lightning Bolt,,Spells,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
12,4,Path to Exile,,Spells,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
13,1,Dromoka's Command,,Spells,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
14,3,Collected Company,,Spells,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
16,4,Arid Mesa,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
17,1,Forest,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
18,1,Horizon Canopy,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
19,1,Kessig Wolf Run,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
20,1,Mountain,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
21,1,Plains,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
22,1,Sacred Foundry,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
23,1,Stirring Wildwood,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
24,2,Stomping Ground,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
25,1,Temple Garden,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
26,4,Windswept Heath,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
27,4,Wooded Foothills,,Lands,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
29,1,Grim Lavamancer,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
30,1,Evolutionary Leap,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
31,2,Feed the Clan,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
32,1,"Kataki, War's Wage",,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
33,2,Stony Silence,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
34,2,"Thalia, Guardian of Thraben",,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
35,2,Blood Moon,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
36,1,Choke,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
37,1,Eidolon of Rhetoric,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
38,1,Magus of the Moon,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
39,1,Reclamation Sage,,Sideboard,2nd,Naya Zoo,Brian Hart,475 tix,"$ 1,323",332122,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
1,4,Cursecatcher,,Creatures,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
2,4,Harbinger of the Tides,,Creatures,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
3,4,Lord of Atlantis,,Creatures,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
4,4,Master of the Pearl Trident,,Creatures,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
5,4,Silvergill Adept,,Creatures,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
6,3,Merrow Reejerey,,Creatures,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
7,4,Master of Waves,,Creatures,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
9,2,Spell Pierce,,Spells,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
10,2,Vapor Snag,,Spells,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
11,1,Dismember,,Spells,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
13,4,Aether Vial,,Artifacts,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
15,4,Spreading Seas,,Enchantments,3rd,Merfolk,Ross Huber,271 tix,$ 738,332123,2015-10-18,States Fargo,modern,states-fargo,states-fargo-2015-10-18
